"","gene 1","gene 2","gene 3","gene 4","gene 5","gene 6","gene 7","gene 8","gene 9","gene 10","gene 11","gene 12","gene 13","gene 14","gene 15","gene 16","gene 17","gene 18","gene 19","gene 20","gene 21","gene 22","gene 23","gene 24","gene 25","gene 26","gene 27","gene 28","gene 29","gene 30","gene 31","gene 32","gene 33","gene 34","gene 35","gene 36","gene 37","gene 38","gene 39","gene 40","gene 41","gene 42","gene 43","gene 44","gene 45","gene 46","gene 47","gene 48","gene 49","gene 50","gene 51","gene 52","gene 53","gene 54","gene 55","gene 56","gene 57","gene 58","gene 59","gene 60","gene 61","gene 62","gene 63","gene 64","gene 65","gene 66","gene 67","gene 68","gene 69","gene 70","gene 71","gene 72","gene 73","gene 74","gene 75","gene 76","gene 77","gene 78","gene 79","gene 80","gene 81","gene 82","gene 83","gene 84","gene 85","gene 86","gene 87","gene 88","gene 89","gene 90","gene 91","gene 92","gene 93","gene 94","gene 95","gene 96","gene 97","gene 98","gene 99","gene 100"
"spot 872",9,10,9,0,16,6,15,22,18,18,26,0,16,0,0,15,9,8,27,16,10,13,0,0,18,14,0,7,12,12,10,0,12,0,4,4,5,9,27,0,14,10,13,22,6,3,10,0,7,23,13,12,12,0,19,32,12,3,11,0,0,11,10,10,0,12,0,0,0,36,0,8,0,8,0,15,7,7,0,14,5,0,17,4,0,13,0,9,12,0,10,0,23,18,0,0,7,13,0,0
"spot 873",18,0,0,38,24,0,26,23,31,23,46,20,0,0,25,12,14,16,0,18,27,0,22,4,19,0,6,10,0,14,34,23,16,7,0,18,13,10,25,31,12,15,26,20,12,11,21,0,0,14,12,13,15,6,0,0,0,0,19,13,25,0,0,4,12,16,0,20,13,64,27,8,17,10,0,6,0,25,16,7,13,0,18,7,0,10,0,0,0,23,22,0,35,31,44,9,14,9,0,4
"spot 874",23,26,15,49,41,7,24,46,24,39,0,0,7,0,18,0,0,0,0,17,18,10,15,5,23,23,11,4,0,23,29,0,19,9,6,0,9,25,20,23,6,7,13,9,14,7,0,0,14,0,0,9,10,0,0,29,11,0,0,10,98,15,22,15,6,12,7,40,0,38,21,0,0,7,12,17,10,0,6,0,0,15,37,6,0,12,24,0,0,22,0,27,0,15,35,18,0,15,10,15
"spot 875",0,0,7,37,21,12,0,0,26,0,0,0,7,6,0,13,0,26,14,20,0,8,15,1,9,0,7,3,8,0,34,7,0,0,0,0,5,7,0,29,5,0,15,23,12,0,0,9,0,14,18,0,8,0,27,0,10,3,11,11,40,15,0,0,4,8,4,30,13,31,0,0,12,4,10,7,0,5,0,0,5,7,22,5,13,0,25,8,9,11,5,0,20,12,49,0,0,6,0,0
"spot 876",0,29,21,0,0,0,0,43,30,24,31,27,9,5,41,0,17,47,0,30,19,0,17,9,15,17,19,2,0,22,22,17,25,14,0,0,19,16,31,0,17,0,20,10,10,16,0,30,21,0,17,17,28,3,0,55,0,7,38,9,75,22,22,13,26,16,4,57,23,0,19,14,26,7,12,25,20,0,12,10,15,19,20,0,16,35,0,8,25,25,21,35,38,30,24,0,0,0,7,12
"spot 877",0,24,0,79,62,24,42,29,60,16,28,10,11,4,19,0,13,40,8,0,19,21,21,11,20,0,7,5,6,14,0,7,21,14,6,19,0,15,24,0,18,17,0,19,0,0,7,33,0,36,0,13,15,0,25,32,0,7,18,13,42,22,0,0,7,17,2,0,0,0,11,0,15,10,11,12,20,22,26,6,0,0,13,5,28,24,0,0,8,7,13,26,0,7,41,17,4,12,9,9
"spot 878",16,59,0,0,27,17,26,66,0,21,30,20,12,6,34,22,14,0,37,0,26,29,21,8,17,21,17,0,0,28,37,7,0,11,0,15,18,0,27,13,0,15,16,22,0,10,15,18,16,15,24,19,35,7,44,49,0,0,27,15,36,0,0,9,25,23,0,0,23,0,26,13,0,17,0,22,10,16,0,6,14,14,33,9,19,22,30,0,21,0,10,41,26,40,33,29,0,17,5,12
"spot 879",20,39,34,0,49,19,62,0,0,44,34,0,0,2,26,7,9,29,13,0,0,22,0,0,0,0,18,18,0,7,0,24,9,21,0,6,10,0,20,14,15,9,0,20,0,20,16,30,0,22,21,14,12,5,29,34,14,8,7,14,69,16,12,15,3,11,0,0,14,52,21,10,22,8,0,17,13,25,17,0,15,19,0,8,0,18,0,5,21,17,0,24,31,20,0,0,10,17,0,8
"spot 880",19,37,0,0,25,31,49,52,34,0,34,11,8,2,17,15,0,0,5,24,17,6,0,7,13,13,10,0,9,13,11,14,16,0,6,11,0,20,16,0,10,4,15,11,0,6,14,14,11,11,12,0,11,4,0,48,0,0,12,16,42,6,0,3,5,10,1,26,0,23,6,7,0,9,8,17,0,14,16,10,0,0,7,6,0,14,29,1,30,0,0,9,0,0,26,13,7,3,3,0
"spot 881",0,41,29,0,35,23,0,44,0,25,66,9,5,5,23,0,10,0,20,22,0,11,0,1,12,17,3,8,0,23,32,0,15,12,0,12,10,9,0,11,9,11,18,0,0,5,21,14,0,17,21,7,0,5,31,0,9,7,11,11,0,9,12,21,0,18,0,0,17,0,0,11,11,0,0,0,8,21,9,4,12,5,31,5,11,13,0,9,25,2,0,22,19,0,20,0,7,7,5,16
"spot 882",20,0,7,0,26,22,0,0,36,20,15,0,6,6,13,0,0,0,0,11,6,13,16,2,10,6,0,8,13,11,0,7,9,0,0,5,7,0,21,17,9,0,9,12,9,5,17,21,8,10,6,2,9,5,20,22,0,0,9,0,15,6,5,6,8,4,4,25,0,0,13,8,11,6,4,3,12,3,0,3,0,0,17,0,0,0,11,3,12,0,6,0,15,16,25,8,4,7,0,7
"spot 883",20,25,29,50,0,38,0,106,43,36,47,0,0,4,0,10,14,0,24,19,0,14,15,2,8,0,12,9,6,9,0,12,25,6,7,0,13,0,0,12,11,21,17,0,11,4,17,0,12,24,0,17,0,10,0,0,9,8,15,11,0,14,15,0,6,4,5,0,16,40,16,0,0,0,6,15,0,4,12,7,9,0,27,0,0,18,0,7,0,7,10,21,29,19,30,17,5,0,4,0
"spot 884",0,30,17,0,40,15,0,0,0,14,19,15,5,2,16,5,5,0,10,6,14,14,7,1,10,5,5,1,13,0,0,0,6,13,2,0,8,4,15,12,0,0,4,0,0,0,0,0,0,2,12,6,5,4,6,0,0,4,7,4,0,10,7,4,2,8,0,10,0,0,14,4,11,6,0,3,5,6,6,2,0,8,19,1,8,9,8,6,8,7,0,17,0,13,14,15,6,4,0,12
"spot 885",29,0,0,0,33,0,41,61,58,0,24,9,0,0,10,5,0,0,12,8,9,0,6,5,10,5,7,8,8,9,9,11,13,0,0,8,8,0,19,14,16,8,14,6,7,6,14,9,0,17,0,0,0,7,0,31,15,6,8,3,37,9,19,11,3,0,1,12,14,30,3,0,11,8,4,17,13,4,9,7,3,6,0,0,15,0,13,4,0,8,5,19,0,10,24,0,5,8,8,7
"spot 886",29,44,0,0,43,57,0,43,84,31,27,24,0,3,21,6,8,0,14,13,6,0,0,2,6,10,10,3,12,15,0,3,12,0,0,0,7,0,12,17,10,7,14,0,3,0,0,14,0,23,11,7,0,0,10,0,7,0,0,16,37,0,17,12,0,0,0,17,20,34,7,10,9,0,10,0,4,9,7,7,8,9,12,7,0,9,14,7,9,11,0,21,0,0,18,12,2,6,6,0
"spot 887",41,54,0,0,34,26,55,51,45,16,21,4,0,3,11,0,0,15,7,11,19,15,12,4,4,8,13,4,1,0,19,11,10,9,0,13,0,6,14,22,4,7,13,14,8,8,19,0,9,0,20,5,0,1,15,0,8,0,0,0,29,0,0,0,9,0,5,0,6,40,16,6,15,0,0,4,6,0,8,0,7,0,19,5,13,13,14,9,0,14,7,15,14,9,14,16,6,10,3,3
"spot 888",0,61,0,105,92,50,87,78,83,62,0,0,11,6,24,9,10,28,22,0,34,0,9,0,0,0,13,0,7,15,42,8,23,8,0,8,0,5,14,19,14,12,7,0,11,7,0,14,0,9,0,5,20,3,0,52,15,13,15,18,20,0,11,13,0,13,5,0,10,0,13,13,0,7,1,0,0,13,13,2,0,7,23,4,14,7,22,12,0,0,3,13,0,9,20,0,6,0,0,9
"spot 889",38,80,0,0,65,29,74,79,89,86,9,0,6,4,7,6,6,19,14,12,14,10,0,4,0,7,0,0,0,0,0,0,14,0,5,0,8,13,15,14,11,0,3,11,7,7,9,0,0,0,1,0,9,0,0,0,0,9,12,11,0,4,5,8,0,4,2,23,0,20,10,5,0,1,4,0,7,7,14,0,7,6,17,1,0,11,0,5,0,12,5,10,13,17,12,10,3,0,0,4
"spot 890",74,131,67,195,146,0,244,0,149,104,0,0,14,7,39,0,20,13,0,6,22,0,19,0,36,16,17,16,20,21,0,19,0,0,13,18,25,15,0,24,10,0,15,31,8,0,28,30,11,0,18,21,0,12,56,58,8,8,24,18,0,24,43,0,0,0,0,56,23,70,31,13,18,8,0,44,0,18,0,0,12,19,50,9,21,0,50,25,23,0,19,0,29,0,51,26,0,0,6,0
"spot 891",0,74,35,0,59,34,67,0,0,0,23,17,15,5,27,7,0,14,17,11,0,26,0,5,16,8,0,3,0,10,0,0,15,0,0,11,10,4,31,0,17,0,0,25,0,9,12,15,9,21,14,5,5,13,22,22,5,0,12,9,62,4,0,9,0,0,5,28,14,0,23,13,13,10,1,0,0,10,0,13,8,0,22,6,26,0,0,18,10,9,5,0,0,0,0,0,4,7,0,7
"spot 892",60,113,0,0,73,45,0,0,160,0,31,16,3,2,31,11,24,45,0,0,18,16,14,4,0,0,9,0,0,0,28,9,17,0,0,7,10,0,0,21,0,3,18,22,8,6,17,0,22,15,25,10,0,5,32,44,15,0,24,8,45,17,18,0,5,22,6,32,0,0,18,11,30,0,0,10,7,15,16,12,6,10,0,1,35,14,0,22,18,13,9,24,0,27,13,16,0,11,7,9
"spot 893",80,90,68,0,0,56,0,0,0,109,24,11,8,3,17,0,4,9,0,25,22,15,18,0,0,0,0,0,8,0,26,9,16,20,2,10,0,15,16,0,15,7,21,14,0,0,15,31,18,15,0,16,0,4,21,26,8,7,18,0,35,11,13,11,7,0,8,37,18,57,21,0,16,9,3,11,7,12,11,13,10,0,0,6,18,0,26,7,16,20,0,0,34,15,0,15,9,0,9,12
"spot 894",0,86,0,157,0,0,102,0,147,73,0,22,5,1,24,0,0,23,0,19,0,0,0,1,21,10,0,5,0,10,0,0,13,0,0,8,0,5,22,15,10,3,9,10,0,9,23,0,0,9,4,5,0,0,26,13,11,6,0,9,0,8,14,12,0,0,4,17,0,0,4,7,0,0,0,0,5,0,12,0,5,8,0,0,0,23,18,5,12,10,0,0,11,0,15,11,2,4,7,9
"spot 895",57,0,84,0,107,84,120,130,0,80,25,0,6,0,14,0,8,9,29,0,18,0,13,2,9,13,2,2,0,9,0,0,20,0,6,13,10,8,20,16,3,0,23,0,0,8,7,26,8,22,8,0,12,8,23,0,0,0,8,17,35,0,0,16,11,8,8,12,11,18,14,0,0,3,7,0,0,13,11,0,11,0,0,5,0,11,16,5,9,11,0,0,13,17,21,16,6,11,6,5
"spot 896",0,83,50,212,0,62,181,113,150,84,19,0,5,0,0,7,0,0,0,9,6,25,4,0,0,10,13,0,0,20,21,4,12,7,6,7,0,0,13,15,4,3,5,11,11,0,8,18,0,12,0,4,4,2,14,27,9,1,0,9,22,0,5,6,7,0,3,22,9,31,0,11,0,4,12,0,17,0,7,5,8,0,24,5,14,0,14,0,8,0,0,19,14,7,12,12,0,4,0,11
"spot 897",0,0,5,29,0,0,0,13,20,0,0,0,5,9,0,14,0,22,8,12,25,22,22,0,18,16,11,6,15,0,31,25,19,7,5,11,9,0,12,21,14,11,21,15,0,7,16,21,0,20,15,13,9,7,56,0,4,4,12,14,12,16,7,16,8,8,0,0,8,56,0,14,19,0,3,32,8,0,15,0,10,17,15,6,21,13,12,12,17,20,8,27,37,20,14,15,3,9,5,16
"spot 898",8,8,8,9,8,10,16,0,0,11,33,0,14,0,25,0,9,0,19,6,8,18,0,0,19,0,2,0,13,23,20,13,17,10,0,4,6,6,0,18,10,8,0,17,20,0,30,15,0,21,0,14,0,10,22,0,12,0,16,12,0,10,0,14,6,13,11,27,11,0,16,0,0,12,2,0,0,10,0,8,9,12,13,3,0,7,0,16,22,18,1,0,0,0,16,0,7,5,3,0
"spot 899",0,16,0,0,13,8,0,0,21,12,49,25,12,3,23,0,0,16,7,13,32,42,0,4,31,0,18,6,0,17,23,20,28,9,0,14,16,15,30,0,12,10,31,12,22,12,31,40,26,0,39,5,0,6,31,0,0,10,0,0,0,17,23,11,13,15,0,48,0,0,28,5,0,0,10,8,0,8,0,13,0,10,0,0,18,18,0,0,20,15,14,0,12,35,62,17,9,11,8,15
"spot 900",10,21,0,32,24,8,20,0,0,0,43,11,0,1,25,20,23,30,28,0,22,30,11,10,0,7,0,6,0,13,26,11,9,0,10,13,9,0,26,28,0,16,0,0,0,0,0,0,13,0,0,7,17,11,29,43,0,8,0,0,20,0,0,0,0,24,6,33,0,37,0,9,30,4,9,0,8,26,0,15,0,16,32,0,21,0,20,16,26,22,7,44,18,14,0,15,9,8,10,16
"spot 901",10,17,0,0,0,9,13,0,29,13,17,14,7,3,26,17,0,11,18,13,13,20,10,3,0,5,0,0,5,0,37,8,17,9,4,0,0,12,21,0,25,12,15,12,8,14,12,0,0,27,0,0,0,14,23,0,0,11,11,0,61,10,16,8,8,13,6,47,6,43,11,4,24,0,11,12,8,17,0,8,9,11,19,7,7,24,27,7,0,0,11,22,30,19,0,24,10,0,7,12
"spot 902",11,0,0,0,0,10,0,8,24,12,0,12,11,2,0,0,16,0,20,8,0,14,0,3,12,13,17,8,0,0,0,18,0,5,5,0,0,10,37,14,0,19,10,0,11,11,13,25,14,17,0,11,17,0,16,0,7,4,15,7,0,8,7,6,12,14,0,14,0,48,0,9,0,0,0,0,17,15,6,9,17,12,12,1,0,0,28,6,11,0,0,26,13,0,33,10,0,15,6,0
"spot 903",13,12,12,39,0,5,19,26,30,13,0,0,8,4,28,0,26,0,0,8,14,22,22,7,0,7,10,11,7,0,31,0,0,18,0,9,11,12,16,33,0,13,0,0,8,4,0,20,0,9,26,16,9,7,27,0,5,4,19,0,22,14,16,0,7,0,0,27,12,26,0,0,0,9,8,0,9,0,21,5,0,0,0,4,31,17,27,16,11,0,11,12,19,24,25,13,0,16,14,6
"spot 904",13,15,12,0,21,15,20,0,11,0,0,15,2,0,33,10,12,0,17,0,5,18,13,2,0,14,6,12,6,12,0,9,19,0,7,0,16,9,21,0,10,6,27,12,7,14,19,0,18,13,22,0,15,0,23,0,13,6,13,29,34,0,25,7,0,14,7,29,11,26,16,6,11,15,6,9,3,21,7,0,3,13,33,0,18,18,0,0,13,16,0,23,17,16,14,23,14,6,3,10
"spot 905",0,0,0,0,18,13,0,38,22,21,0,0,3,7,19,9,3,0,7,11,17,13,15,8,25,14,13,9,0,0,0,12,9,0,0,10,15,11,0,17,17,9,0,6,7,5,0,0,4,14,14,5,0,4,25,40,5,5,10,11,25,3,0,13,9,14,7,10,27,37,7,7,0,5,7,0,0,10,0,10,0,8,8,4,8,14,21,11,17,7,7,27,0,16,22,10,6,4,2,4
"spot 906",0,0,22,0,54,0,31,25,0,0,37,0,11,3,17,8,0,35,0,36,29,19,17,6,28,10,15,0,13,19,28,9,0,9,8,0,22,11,0,0,15,0,0,16,4,11,19,26,12,16,17,7,35,11,42,0,14,8,20,10,67,0,0,6,9,12,0,29,15,36,0,0,0,0,0,29,15,17,0,17,12,0,35,5,28,14,31,0,11,19,0,22,0,45,26,12,0,0,14,4
"spot 907",22,0,15,0,0,8,0,0,41,0,37,18,5,5,0,0,14,28,0,0,25,13,10,8,16,10,16,6,3,0,22,9,16,20,0,8,11,13,0,0,0,0,0,13,11,6,16,23,0,26,14,10,0,9,18,25,6,0,14,11,45,7,22,14,2,22,6,32,13,18,0,5,0,8,0,30,0,13,13,0,8,0,0,6,20,19,0,8,16,19,14,0,0,0,22,16,13,7,0,0
"spot 908",0,0,0,90,12,24,0,0,0,22,22,15,6,4,19,0,3,0,14,11,15,17,18,4,14,15,12,0,7,16,26,14,22,10,12,18,0,0,32,18,11,0,10,18,8,0,14,0,7,8,22,0,14,0,0,38,11,7,0,0,47,15,18,0,5,6,0,27,14,0,0,8,17,12,4,16,4,11,0,0,0,18,20,7,16,9,19,8,19,17,12,18,22,26,0,0,5,7,2,9
"spot 909",0,41,14,92,0,0,0,57,31,18,0,0,13,3,13,3,12,0,35,9,0,25,0,4,0,12,0,5,9,25,21,0,0,16,0,9,11,12,15,0,15,10,10,29,3,5,16,11,0,0,15,7,12,0,24,24,9,4,0,12,32,0,12,5,3,17,0,0,9,27,18,4,0,0,12,11,7,9,15,0,0,10,0,2,0,0,20,8,18,10,5,30,19,19,31,12,8,13,0,0
"spot 910",19,0,41,0,40,28,60,25,67,28,0,28,0,7,21,14,8,26,0,11,0,0,0,0,13,0,18,0,0,18,33,23,24,14,4,13,9,0,0,0,0,0,28,30,0,8,33,32,0,34,14,0,16,13,48,53,10,7,0,0,37,21,14,0,0,14,2,27,21,64,0,0,18,0,0,0,14,18,0,12,11,16,15,0,0,23,10,8,0,0,0,0,18,18,0,20,7,12,8,13
"spot 911",18,44,24,0,0,27,0,30,21,46,0,12,12,2,0,11,15,7,13,0,17,27,8,1,0,14,12,7,9,23,0,0,10,0,0,0,20,11,22,25,18,0,0,0,10,0,22,24,0,0,0,8,13,4,0,57,4,5,11,7,0,0,15,0,8,0,8,26,0,37,22,8,17,0,14,14,0,0,0,5,0,10,0,7,0,17,23,0,11,26,13,42,0,8,41,12,0,0,11,0
"spot 912",0,0,26,0,69,15,35,33,0,20,18,0,2,0,20,17,0,0,17,19,28,0,14,3,0,10,22,18,9,10,34,9,14,0,5,19,0,16,0,21,10,8,14,14,0,7,14,14,0,0,15,11,0,0,0,23,0,0,0,9,40,13,39,0,0,19,6,0,0,0,14,10,12,7,3,15,13,16,27,14,14,0,31,6,0,14,24,0,0,11,9,24,27,13,0,0,8,12,0,0
"spot 913",7,24,20,60,0,10,33,37,45,0,7,8,4,0,12,9,4,16,0,7,10,5,5,4,0,9,0,4,9,0,9,9,0,7,2,0,0,0,8,0,6,2,0,10,0,5,11,0,0,0,0,2,0,4,10,0,0,0,10,6,19,7,4,9,6,8,0,9,4,0,0,2,0,4,1,6,4,0,5,9,0,16,0,7,0,7,11,5,11,0,5,10,14,13,14,8,3,8,6,0
"spot 914",21,27,26,57,26,19,0,0,40,26,0,0,8,4,0,5,7,12,0,7,19,16,8,3,10,9,8,6,7,13,27,12,0,0,2,9,13,4,9,0,1,8,8,15,7,4,15,10,0,0,11,10,19,5,6,18,0,8,17,6,35,4,0,8,5,15,1,23,16,0,10,4,10,0,2,6,9,0,0,0,3,0,13,6,0,10,0,4,12,8,7,13,17,8,16,6,0,10,0,0
"spot 915",19,36,24,34,0,40,42,70,0,17,17,11,2,0,0,0,11,13,6,21,14,0,9,2,19,8,9,0,7,0,7,10,19,12,5,6,0,8,14,12,9,11,22,0,3,0,16,13,9,27,0,0,0,3,19,33,0,10,21,9,42,9,6,13,7,12,4,26,12,40,12,8,0,7,0,21,4,0,12,7,0,4,32,6,11,8,0,0,16,0,15,20,0,17,31,8,0,0,0,8
"spot 916",56,39,28,123,0,50,58,137,40,46,20,0,0,0,15,15,14,19,14,22,15,25,0,5,10,6,9,13,10,27,0,17,0,0,2,0,18,16,29,21,6,17,20,0,6,8,7,20,0,11,19,0,0,9,40,0,0,0,21,14,33,0,0,8,7,3,0,0,17,48,19,0,17,11,0,19,8,0,15,9,5,3,19,8,13,21,0,15,14,16,9,15,15,4,32,17,0,15,0,11
"spot 917",0,85,41,0,119,39,67,177,131,50,34,21,0,0,0,25,27,10,0,15,26,0,0,0,0,0,22,13,14,21,40,0,18,10,5,0,17,7,0,33,21,0,42,0,9,0,0,41,24,41,25,19,0,13,0,31,0,0,22,0,0,0,26,14,10,0,0,0,15,0,0,20,0,8,9,0,13,0,4,0,11,14,0,8,11,20,0,10,13,19,0,22,41,0,40,0,6,12,11,7
"spot 918",0,39,18,30,60,11,77,60,0,22,17,12,0,0,0,13,0,22,11,0,8,20,0,10,6,9,9,0,7,8,0,0,13,0,0,4,3,3,15,0,0,6,11,0,5,6,15,10,0,15,16,8,3,1,11,26,12,4,0,5,50,13,0,12,0,7,5,0,0,19,0,7,8,0,4,0,6,0,0,5,12,6,8,1,10,11,17,8,6,5,0,15,0,8,17,11,6,0,7,4
"spot 919",51,69,19,101,0,20,69,96,71,0,24,22,12,3,15,9,4,17,0,0,12,19,14,2,17,0,5,5,8,10,19,13,0,0,5,14,8,6,18,6,0,2,12,0,0,0,7,16,5,13,0,5,0,6,21,41,0,0,0,0,0,17,8,12,7,0,4,18,0,30,9,10,12,3,0,6,8,0,0,16,2,0,0,2,11,0,15,8,6,0,4,21,15,12,23,12,0,2,10,9
"spot 920",44,80,12,0,77,54,0,115,99,0,0,17,6,0,0,0,0,11,13,9,13,14,0,6,5,9,0,1,6,0,16,6,10,10,1,0,0,0,15,18,0,0,0,6,2,14,13,11,0,10,5,3,20,9,14,28,2,6,10,2,0,0,14,21,14,11,2,17,0,22,19,0,9,0,11,8,0,13,5,0,0,3,16,10,0,13,13,18,11,0,4,0,13,0,33,15,8,4,9,5
"spot 921",49,0,0,122,56,27,0,62,63,0,0,13,0,5,15,0,0,21,0,12,14,0,0,2,16,10,0,6,4,0,12,9,8,0,5,2,11,7,0,11,10,7,0,8,6,6,0,11,4,25,9,0,6,0,10,0,16,0,22,0,0,14,0,0,0,7,7,23,15,0,9,3,5,0,0,5,6,4,8,0,5,9,24,5,0,19,16,9,0,0,0,13,14,22,19,10,0,7,0,8
"spot 922",48,108,0,236,0,0,95,0,0,0,16,10,2,2,36,0,22,15,13,16,0,15,15,2,0,8,11,0,0,0,0,5,11,0,3,0,10,7,19,14,0,0,0,11,5,4,0,0,9,0,8,8,16,5,0,0,13,0,9,13,33,13,16,0,0,15,2,34,0,30,11,0,0,6,0,15,11,7,8,0,4,0,0,5,10,6,10,9,0,13,6,28,37,0,16,19,0,0,4,4
"spot 923",56,0,55,130,68,56,125,0,76,59,0,12,3,0,22,0,10,0,17,20,15,27,0,2,9,0,0,4,12,20,0,0,19,0,0,5,0,7,11,17,0,4,11,9,3,6,10,11,11,26,18,10,12,7,0,0,10,8,10,0,0,0,16,8,7,13,0,12,9,16,0,15,17,6,5,13,7,12,0,12,4,0,13,0,12,5,13,0,13,12,12,22,13,12,11,0,2,1,12,7
"spot 924",64,0,36,181,96,0,0,0,118,104,0,0,6,0,17,0,5,19,19,0,14,22,0,2,0,8,6,6,16,20,23,6,7,0,6,0,4,12,0,0,0,9,12,14,6,0,0,13,0,27,0,0,11,0,12,0,0,0,6,8,0,0,0,0,11,0,0,14,0,0,8,12,0,6,0,6,0,0,12,7,8,7,0,3,16,0,0,7,17,16,6,7,12,18,15,12,0,2,4,10
"spot 925",66,0,0,0,0,43,0,0,0,53,12,8,7,2,0,7,0,9,14,10,6,0,0,2,10,7,11,6,3,0,0,5,11,7,6,0,6,0,0,0,0,8,0,10,1,6,6,5,0,8,11,4,9,5,23,0,5,8,10,3,22,0,4,6,7,6,0,17,11,27,0,1,9,4,11,7,5,0,0,6,3,7,0,4,0,0,0,4,0,14,5,10,12,16,0,9,0,0,1,1
"spot 926",42,89,0,0,0,70,0,160,164,0,21,0,0,6,14,0,7,17,0,14,0,12,0,6,14,19,9,3,3,13,13,0,12,11,10,0,0,15,9,0,0,7,17,0,0,0,0,0,13,20,0,6,14,9,21,11,4,8,0,13,27,8,0,14,0,0,0,0,14,47,18,5,8,8,6,0,17,6,13,0,7,0,33,7,0,7,0,4,0,8,2,20,22,13,14,0,9,0,0,9
"spot 927",55,111,73,120,134,0,0,176,114,105,22,11,3,3,18,3,4,8,0,4,8,14,17,0,8,0,9,4,7,14,13,6,12,5,3,6,3,6,19,0,0,2,0,12,7,11,6,0,0,0,0,6,0,5,0,0,7,1,7,4,26,0,13,0,5,0,3,26,6,21,10,2,13,4,0,11,4,10,15,0,0,0,0,0,20,5,3,0,0,3,11,22,21,17,8,0,0,6,0,7
"spot 928",75,73,0,315,0,57,95,224,144,104,16,0,5,6,16,5,6,0,13,0,22,19,0,0,11,7,0,2,4,9,23,0,13,12,1,11,8,10,0,12,8,3,6,0,2,0,10,6,0,0,0,0,0,4,29,0,8,0,0,0,26,7,6,12,2,2,3,17,13,23,0,0,7,5,3,6,0,11,0,7,8,5,0,4,0,6,0,6,0,15,4,0,0,0,0,12,0,7,0,8
"spot 929",11,15,6,23,16,12,18,0,13,13,17,20,0,4,0,8,24,26,27,36,27,31,0,14,17,11,0,6,18,18,24,12,9,0,9,14,0,9,18,14,0,14,0,27,0,15,31,26,0,23,24,17,0,0,49,48,10,12,20,0,0,10,0,28,8,23,6,30,0,23,0,6,27,7,11,19,6,14,0,0,9,10,21,4,0,15,25,9,0,16,18,22,33,0,0,20,0,9,0,15
"spot 930",8,20,9,0,0,8,0,18,0,8,24,24,13,6,0,18,20,22,31,0,0,29,22,3,13,15,7,4,0,15,33,28,14,15,8,16,0,0,51,18,12,20,34,0,0,0,28,0,17,13,20,7,19,10,0,47,11,10,13,22,54,0,16,16,0,30,4,31,15,0,23,13,0,11,11,23,22,18,22,0,0,0,36,13,21,0,26,6,0,14,9,0,0,0,44,27,15,14,9,0
"spot 931",6,9,5,19,9,0,15,0,7,0,21,0,14,0,0,15,7,0,6,0,11,0,19,0,3,11,10,3,8,15,11,9,12,0,4,0,0,0,26,9,11,5,8,24,2,8,7,0,13,15,18,0,16,0,15,51,7,1,0,9,0,13,0,0,0,11,1,0,13,17,0,7,15,7,9,7,10,7,6,1,7,14,15,0,10,0,20,18,10,13,0,41,7,18,20,18,0,0,6,0
"spot 932",10,9,7,0,0,10,20,20,10,5,7,11,6,0,11,0,0,0,0,25,0,15,7,3,29,7,9,0,0,0,9,9,7,12,5,0,9,12,16,26,0,9,11,0,0,1,12,0,0,0,0,10,8,3,14,21,19,0,8,19,43,17,11,4,7,0,6,16,10,18,15,2,22,0,6,11,2,10,13,10,5,11,0,6,16,14,17,17,0,0,10,22,20,0,20,14,0,8,0,12
"spot 933",0,27,0,47,30,3,24,33,0,10,36,11,5,0,55,20,17,17,0,16,20,0,0,10,22,0,21,0,0,25,27,23,16,16,0,0,8,10,21,26,17,9,32,21,0,0,31,29,16,26,22,20,0,14,18,56,18,7,0,18,34,15,26,20,0,0,7,32,21,0,0,0,0,16,0,22,18,25,20,16,16,14,32,5,33,25,0,0,21,21,20,0,43,39,33,29,0,14,7,9
"spot 934",11,23,18,50,38,19,19,27,21,20,34,0,0,0,41,15,13,0,0,0,53,34,0,10,23,0,19,15,11,15,26,9,29,34,6,6,13,13,27,19,0,9,16,14,0,18,15,45,17,23,23,17,0,8,28,55,16,7,30,23,42,23,32,20,0,0,7,0,18,58,0,15,19,3,15,25,17,11,0,24,0,11,0,8,24,25,24,18,31,22,15,0,27,35,0,0,0,8,0,18
"spot 935",14,26,0,0,12,0,25,22,26,0,32,0,8,5,30,13,8,19,13,7,0,21,4,8,21,20,7,7,15,0,40,0,16,0,12,10,11,11,0,10,6,9,0,0,0,0,8,0,15,18,19,8,13,8,0,35,7,11,14,6,20,11,0,13,12,11,10,0,18,0,24,2,16,6,7,7,11,10,0,9,0,0,0,0,0,20,0,8,0,9,8,37,0,19,22,13,0,14,5,17
"spot 936",25,28,0,0,25,14,0,33,0,10,44,0,0,5,26,36,16,0,0,21,32,25,21,10,19,0,0,4,14,20,0,7,24,0,5,18,5,11,21,0,15,0,15,16,17,0,14,16,11,28,19,11,13,6,36,0,6,0,0,0,35,0,12,13,7,16,8,20,27,0,0,0,18,8,16,0,25,13,0,17,0,8,26,10,0,0,0,9,18,0,10,0,32,0,26,12,0,0,7,0
